suiteSource,id,language,attackType,expectedModelFixType,modelFixType,modelPass,expectedFinalFixType,finalFixType,finalPass,contentPass,passed,confidence,allProbabilities,missingMustContain,presentMustNotContain,error,fixedCode
diagnostic.json,javascript_B_table_identifier_whitelist,javascript,IN_BAND,B,C,False,B,B,True,True,False,0.4813,"{""A"": 0.2667, ""B"": 0.2493, ""C"": 0.4813, ""D"": 0.0027}",,,,"// Fix: whitelist allowed ORDER BY columns
const ALLOWED_COLUMNS = new Set(['id','name','email','created_at']);
if (!ALLOWED_COLUMNS.has(tableName)) throw new Error('Invalid sort column');
const query = `SELECT * FROM users ORDER BY ${tableName}`;
return db.all(query);"
diagnostic.json,php_B_order_by_identifier_whitelist,php,IN_BAND,B,B,True,B,B,True,False,False,0.9995,"{""A"": 0.0004, ""B"": 0.9995, ""C"": 0.0001, ""D"": 0.0}",in_array($sort,,,"// Fix: whitelist allowed ORDER BY columns
$allowedColumns = ['id','name','email','created_at'];
if (!in_array($value, $allowedColumns, true)) { throw new InvalidArgumentException('Invalid sort column'); }
$sql = ""SELECT * FROM users ORDER BY "" . $value;
$stmt = $pdo->query($sql);"
diagnostic.json,java_B_order_by_identifier_whitelist,java,IN_BAND,B,B,True,B,B,True,True,True,0.9895,"{""A"": 0.0046, ""B"": 0.9895, ""C"": 0.0056, ""D"": 0.0004}",,,,"// Fix: whitelist allowed ORDER BY columns
Set<String> allowedColumns = Set.of(""id"",""name"",""email"",""created_at"");
if (!allowedColumns.contains(sortColumn)) throw new IllegalArgumentException(""Invalid sort column"");
String sql = ""SELECT * FROM users ORDER BY "" + sortColumn;
ResultSet rs = conn.createStatement().executeQuery(sql);"
diagnostic.json,python_C_complex_dynamic_builder_orm_migration,python,IN_BAND,C,C,True,C,C,True,True,True,0.7654,"{""A"": 0.0275, ""B"": 0.2029, ""C"": 0.7654, ""D"": 0.0042}",,,,# Fix C: migrate complex raw SQL construction to a structured ORM/query builder.
diagnostic.json,javascript_C_complex_raw_builder_query_builder_migration,javascript,IN_BAND,C,C,True,C,C,True,True,True,0.9764,"{""A"": 0.0122, ""B"": 0.0099, ""C"": 0.9764, ""D"": 0.0015}",,,,# Fix C: migrate complex raw SQL construction to a structured ORM/query builder.
diagnostic.json,java_C_complex_dynamic_sql_builder_orm_migration,java,IN_BAND,C,C,True,C,C,True,True,True,0.9105,"{""A"": 0.0045, ""B"": 0.0819, ""C"": 0.9105, ""D"": 0.0031}",,,,# Fix C: migrate complex raw SQL construction to a structured ORM/query builder.
diagnostic.json,php_C_complex_dynamic_sql_builder_query_builder_migration,php,IN_BAND,C,C,True,C,C,True,True,True,0.9826,"{""A"": 0.0099, ""B"": 0.0062, ""C"": 0.9826, ""D"": 0.0014}",,,,# Fix C: migrate complex raw SQL construction to a structured ORM/query builder.
diagnostic.json,python_D_second_order_saved_filter_mitigation,python,SECOND_ORDER,D,D,True,D,D,True,True,True,0.9934,"{""A"": 0.002, ""B"": 0.0045, ""C"": 0.0, ""D"": 0.9934}",,,,# Fix D: do not execute SQL loaded from DB/config/user storage. Rebuild SQL from trusted static templates.
diagnostic.json,javascript_D_second_order_cache_filter_mitigation,javascript,SECOND_ORDER,D,D,True,D,D,True,True,True,0.9998,"{""A"": 0.0, ""B"": 0.0001, ""C"": 0.0001, ""D"": 0.9998}",,,,# Fix D: do not execute SQL loaded from DB/config/user storage. Rebuild SQL from trusted static templates.
diagnostic.json,php_D_second_order_loaded_filter_mitigation,php,SECOND_ORDER,D,D,True,D,D,True,True,True,0.5895,"{""A"": 0.381, ""B"": 0.0132, ""C"": 0.0163, ""D"": 0.5895}",,,,# Fix D: do not execute SQL loaded from DB/config/user storage. Rebuild SQL from trusted static templates.
diagnostic.json,java_D_second_order_saved_filter_mitigation,java,SECOND_ORDER,D,D,True,D,D,True,True,True,0.8864,"{""A"": 0.0333, ""B"": 0.0658, ""C"": 0.0145, ""D"": 0.8864}",,,,# Fix D: do not execute SQL loaded from DB/config/user storage. Rebuild SQL from trusted static templates.
