suite,result_csv,suite_zip,file,language,expected_verdict,expected_attack_type,model1_actual_verdict,model1_actual_attack_type,model1_pass,model1_label_pass,model1_type_pass,model1_risk_score,expected_fix_type,expected_fix_reason,model2_routed,model2_attack_type_input,model2_model_fix_type,model2_final_fix_type,model2_model_pass,model2_final_pass,model2_content_pass,model2_confidence,model2_probabilities,full_system_pass,failure_stage,crashed,error,fixed_code_preview
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,python/014_IN_BAND_multi_query_one_unsafe.py,python,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.3374,"{""A"": 0.3374, ""B"": 0.3088, ""C"": 0.2816, ""D"": 0.0721}",True,none,False,,"        # Fix: use parameterized query — never interpolate user input into SQL\n        sql = ""SELECT id FROM users WHERE tenant_id=? AND email=? ?""\n        return conn.execute(query, (norm,)).fetchone()"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,python/015_SAFE_empty_logic_file.py,python,SAFE,NONE,SAFE,NONE,True,True,True,,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,python/016_SAFE_broken_syntax_no_crash.py,python,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/017_SAFE_express_sequelize_replacements.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.0003,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/018_IN_BAND_sequelize_template_raw.js,javascript,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9,C,code/result context indicates complex builder or ORM migration,True,IN_BAND,A,A,False,False,False,0.8168,"{""A"": 0.8168, ""B"": 0.0118, ""C"": 0.161, ""D"": 0.0104}",False,model2_fix_classification,False,,"// Fix: use parameterized query\nconst query = ""SELECT id,email FROM users WHERE email LIKE '%?%'"";\nreturn sequelize.all(query, [q]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/019_SAFE_knex_where_params.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.0001,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/020_IN_BAND_knex_raw_order.js,javascript,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9,C,code/result context indicates complex builder or ORM migration,True,IN_BAND,B,B,False,False,False,0.7039,"{""A"": 0.1984, ""B"": 0.7039, ""C"": 0.0694, ""D"": 0.0283}",False,model2_fix_classification,False,,"// Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized\nconst ALLOWED_COLUMNS = new Set(['id','name','email','created_at']);\nif (!ALLOWED_COLUMNS.has(raw)) throw new Error('Invalid sort column');\nconst query = `SELECT * FROM users ORDER BY ${raw}`;\nreturn db.all(query);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/021_BLIND_express_session_auth.js,javascript,VULNERABLE,BLIND,VULNERABLE,BLIND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,BLIND,A,A,True,True,True,0.8835,"{""A"": 0.8835, ""B"": 0.0156, ""C"": 0.0801, ""D"": 0.0208}",True,none,False,,"// Fix: use parameterized query\nconst sql = ""SELECT id FROM sessions WHERE sid = ? AND expires_at > CURRENT_TIMESTAMP"";\nreturn db.all(sql, [sid]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/022_SECOND_ORDER_cache_filter_to_sql.js,javascript,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,True,True,True,1.0,D,expected attack type is SECOND_ORDER,True,SECOND_ORDER,D,D,True,True,True,0.9646,"{""A"": 0.0182, ""B"": 0.0037, ""C"": 0.0135, ""D"": 0.9646}",True,none,False,,"// Fix D: Second-order SQL Injection mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user-controlled storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nconst query = ""SELECT * FROM users WHERE id = ?"";\nreturn db.all(query, [trustedUserId]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/023_SAFE_params_variable_and_decoys.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.0007,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/024_IN_BAND_exec_template_alias.js,javascript,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.8024,"{""A"": 0.8024, ""B"": 0.0298, ""C"": 0.1565, ""D"": 0.0113}",True,none,False,,"# Advisory fix: SQL is built but not executed here.\nq = ""SELECT id FROM users WHERE email=?""\nparams = (email,)"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/025_SAFE_huge_file_allowlist.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/026_SECOND_ORDER_huge_stored_query.js,javascript,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,True,True,True,1.0,D,expected attack type is SECOND_ORDER,True,SECOND_ORDER,D,D,True,True,True,0.943,"{""A"": 0.0231, ""B"": 0.0108, ""C"": 0.0231, ""D"": 0.943}",True,none,False,,"// Fix D: Second-order SQL Injection mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user-controlled storage.\n// Rebuild SQL from trusted static templates and bind values separately.\nconst query = ""SELECT * FROM users WHERE id = ?"";\nreturn db.all(query, [trustedUserId]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/027_SAFE_hebrew_comments.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.0005,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/028_BLIND_feature_count_helper.js,javascript,VULNERABLE,BLIND,VULNERABLE,BLIND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,BLIND,A,A,True,True,True,0.9665,"{""A"": 0.9665, ""B"": 0.0074, ""C"": 0.0184, ""D"": 0.0077}",True,none,False,,"// Fix: use parameterized query\nconst sql = ""SELECT COUNT(*) AS c FROM features WHERE feature_key= ?"";\nreturn db.all(sql, [key]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/029_SAFE_multi_query_file.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.0001,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/030_IN_BAND_multi_query_one_unsafe.js,javascript,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.9623,"{""A"": 0.9623, ""B"": 0.0097, ""C"": 0.0259, ""D"": 0.002}",True,none,False,,"// Fix: use parameterized query\nconst action = ""SELECT id FROM users WHERE tenant_id=? AND id=? ?"";\nreturn db.all(action, [action]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/031_SAFE_only_comments.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,javascript/032_SAFE_broken_syntax_no_crash.js,javascript,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/033_SAFE_spring_jdbctemplate_params.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/034_IN_BAND_spring_jdbctemplate_concat.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.995,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.9618,"{""A"": 0.9618, ""B"": 0.0102, ""C"": 0.0195, ""D"": 0.0085}",True,none,False,,"// Fix: use PreparedStatement\nPreparedStatement stmt = conn.prepareStatement(""SELECT id,email FROM users WHERE email= ?"");\nstmt.setString(1, email);\nResultSet rs = stmt.executeQuery();"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/035_SAFE_jpa_native_query_params.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/036_IN_BAND_jpa_native_query_concat.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9798,C,code/result context indicates complex builder or ORM migration,True,IN_BAND,A,A,False,False,False,0.9333,"{""A"": 0.9333, ""B"": 0.0094, ""C"": 0.0462, ""D"": 0.0111}",False,model2_fix_classification,False,,"# Advisory fix: SQL is built but not executed here.\nsql = ""SELECT id,email FROM users WHERE email= ?""\nparams = (email,)"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/037_BLIND_spring_security_check.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,BLIND,A,A,True,True,True,0.9503,"{""A"": 0.9503, ""B"": 0.0122, ""C"": 0.0141, ""D"": 0.0233}",True,none,False,,"// Fix: use PreparedStatement\nPreparedStatement stmt = conn.prepareStatement(""SELECT COUNT(*) AS c FROM permissions WHERE tenant_id= ?"");\nstmt.setString(1, resource);\nResultSet rs = stmt.executeQuery();"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/038_SECOND_ORDER_helper_return_fragment.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,True,True,True,0.9997,D,expected attack type is SECOND_ORDER,True,SECOND_ORDER,D,D,True,True,True,0.9742,"{""A"": 0.0139, ""B"": 0.0047, ""C"": 0.0071, ""D"": 0.9742}",True,none,False,,"// Fix D: Second-order SQL Injection mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user-controlled storage.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/039_SAFE_set_contains_decoys.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/040_IN_BAND_raw_order_despite_decoy.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,1.0,B,code contains dynamic SQL identifier context,True,IN_BAND,B,B,True,True,True,0.8524,"{""A"": 0.0841, ""B"": 0.8524, ""C"": 0.0227, ""D"": 0.0408}",True,none,False,,"// Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized\nSet<String> allowedColumns = Set.of(""id"",""name"",""email"",""created_at"");\nif (!allowedColumns.contains(rawSort)) throw new IllegalArgumentException(""Invalid sort column"");\nString sql = ""SELECT * FROM users ORDER BY "" + rawSort;\nResultSet rs = conn.createStatement().executeQuery(sql);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/041_SAFE_huge_prepared.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/042_SECOND_ORDER_huge_stored_query.java,java,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,True,True,True,0.9999,D,expected attack type is SECOND_ORDER,True,SECOND_ORDER,D,D,True,True,True,0.9665,"{""A"": 0.0143, ""B"": 0.007, ""C"": 0.0123, ""D"": 0.9665}",True,none,False,,"// Fix D: Second-order SQL Injection mitigation\n// Do not execute SQL fragments loaded from DB/config/cache/user-controlled storage.\nPreparedStatement stmt = conn.prepareStatement(""SELECT * FROM users WHERE id = ?"");\nstmt.setString(1, trustedUserId);\nResultSet rs = stmt.executeQuery();"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/043_SAFE_hebrew_comments.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/044_BLIND_token_helper.java,java,VULNERABLE,BLIND,VULNERABLE,BLIND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,BLIND,A,A,True,True,True,0.9504,"{""A"": 0.9504, ""B"": 0.0122, ""C"": 0.0141, ""D"": 0.0233}",True,none,False,,"// Fix: use PreparedStatement\nPreparedStatement stmt = conn.prepareStatement(""SELECT id FROM api_tokens WHERE token= ?"");\nstmt.setString(1, token);\nResultSet rs = stmt.executeQuery();"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/045_SAFE_multi_query_file.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/046_IN_BAND_multi_query_one_unsafe.java,java,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.9696,"{""A"": 0.9696, ""B"": 0.0109, ""C"": 0.0158, ""D"": 0.0037}",True,none,False,,"// Fix: use PreparedStatement\nPreparedStatement stmt = conn.prepareStatement(""SELECT id FROM users WHERE tenant_id=? AND id=? ?"");\nstmt.setString(1, action);\nResultSet rs = stmt.executeQuery();"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/047_SAFE_only_comments.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,java/048_SAFE_broken_syntax_no_crash.java,java,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/049_SAFE_laravel_db_select_bindings.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.0267,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/050_IN_BAND_laravel_db_raw_concat.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9999,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.3575,"{""A"": 0.3575, ""B"": 0.319, ""C"": 0.2713, ""D"": 0.0522}",True,none,False,,"# Advisory fix: SQL is built but not executed here.\nquery = "");\n        return DB::select( ?""\nparams = ($q,)"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/051_SAFE_pdo_querybuilder_decoys.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/052_IN_BAND_pdo_raw_order_decoy.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9992,B,code contains dynamic SQL identifier context,True,IN_BAND,B,B,True,True,True,0.7937,"{""A"": 0.1275, ""B"": 0.7937, ""C"": 0.0548, ""D"": 0.024}",True,none,False,,"// Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized\n$allowedColumns = ['id','name','email','created_at'];\nif (!in_array($raw, $allowedColumns, true)) { throw new InvalidArgumentException('Invalid sort column'); }\n$sql = ""SELECT * FROM users ORDER BY "" . $raw;\n$stmt = $pdo->query($sql);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/053_BLIND_mysqli_login.php,php,VULNERABLE,BLIND,VULNERABLE,BLIND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,BLIND,A,A,True,True,True,0.927,"{""A"": 0.927, ""B"": 0.019, ""C"": 0.0405, ""D"": 0.0135}",True,none,False,,"// Fix: use PDO prepared statements\n$stmt = $pdo->prepare(""SELECT id FROM users WHERE email = ?"");\n$stmt->execute([$hash]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/054_SECOND_ORDER_pdo_saved_filter_helper.php,php,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,True,True,True,1.0,D,expected attack type is SECOND_ORDER,True,SECOND_ORDER,D,D,True,True,True,0.9473,"{""A"": 0.0251, ""B"": 0.0071, ""C"": 0.0205, ""D"": 0.9473}",True,none,False,,"// Fix D: Second-order SQL Injection mitigation\n// Do not execute SQL loaded from DB/config/cache/user-controlled storage.\n$stmt = $pdo->prepare(""SELECT * FROM users WHERE id = ?"");\n$stmt->execute([$trustedUserId]);\nreturn $stmt->fetchAll();"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/055_SAFE_placeholder_list.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/056_IN_BAND_implode_raw_ids.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9973,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.9239,"{""A"": 0.9239, ""B"": 0.0148, ""C"": 0.0549, ""D"": 0.0064}",True,none,False,,"// Fix: use PDO prepared statements\n$stmt = $pdo->prepare(""SELECT id,email FROM users WHERE id IN ( ?"");\n$stmt->execute([$joined]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/057_SAFE_huge_pdo_repo.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/058_SECOND_ORDER_huge_stored_sql.php,php,VULNERABLE,SECOND_ORDER,VULNERABLE,SECOND_ORDER,True,True,True,0.9,D,expected attack type is SECOND_ORDER,True,SECOND_ORDER,D,,True,False,False,0.9474,"{""A"": 0.0187, ""B"": 0.0074, ""C"": 0.0265, ""D"": 0.9474}",False,fix_generator_final_type,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/059_SAFE_hebrew_comments.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/060_BLIND_permission_fetch_assoc.php,php,VULNERABLE,BLIND,VULNERABLE,BLIND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,BLIND,A,A,True,True,True,0.3818,"{""A"": 0.3818, ""B"": 0.1857, ""C"": 0.236, ""D"": 0.1965}",True,none,False,,"// Fix: use PDO prepared statements\n$stmt = $pdo->prepare("" => $value]; }\nfinal class PermissionFetchBlind {\n    private mysqli $db;\n    public function __construct(mysqli $db) { $this->db = $db; }\n    public function canDelete(string $resource): bool {\n        $r = $this->db->query( ?"");\n$stmt->execute([$resource]);"
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/061_SAFE_multi_query_file.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/062_IN_BAND_multi_query_one_unsafe.php,php,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,0.9,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,,True,False,False,0.8702,"{""A"": 0.8702, ""B"": 0.0152, ""C"": 0.1088, ""D"": 0.0059}",False,fix_generator_final_type,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/063_SAFE_only_comments.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
final_framework_obfuscation_stability_suite,final_framework_obfuscation_stability_suite_test_results.csv,final_framework_obfuscation_stability_suite.zip,php/064_SAFE_broken_syntax_no_crash.php,php,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
hard_mixed_sqli_challenge_suite,hard_mixed_sqli_challenge_suite_test_results.csv,hard_mixed_sqli_challenge_suite.zip,python/001_SAFE_exact_helper_whitelist_order_by.py,python,SAFE,NONE,SAFE,NONE,True,True,True,0.0529,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
hard_mixed_sqli_challenge_suite,hard_mixed_sqli_challenge_suite_test_results.csv,hard_mixed_sqli_challenge_suite.zip,python/002_SAFE_placeholder_list_builder.py,python,SAFE,NONE,SAFE,NONE,True,True,True,,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
hard_mixed_sqli_challenge_suite,hard_mixed_sqli_challenge_suite_test_results.csv,hard_mixed_sqli_challenge_suite.zip,python/003_SAFE_numeric_limit_offset_bounds.py,python,SAFE,NONE,SAFE,NONE,True,True,True,0.08,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
hard_mixed_sqli_challenge_suite,hard_mixed_sqli_challenge_suite_test_results.csv,hard_mixed_sqli_challenge_suite.zip,python/004_SAFE_db_loaded_value_reused_as_param.py,python,SAFE,NONE,SAFE,NONE,True,True,True,0.0013,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
hard_mixed_sqli_challenge_suite,hard_mixed_sqli_challenge_suite_test_results.csv,hard_mixed_sqli_challenge_suite.zip,python/005_SAFE_static_migration_executescript.py,python,SAFE,NONE,SAFE,NONE,True,True,True,0.25,NONE,SAFE/NONE case does not require Model 2,False,,,,True,True,True,,,True,none,False,,
hard_mixed_sqli_challenge_suite,hard_mixed_sqli_challenge_suite_test_results.csv,hard_mixed_sqli_challenge_suite.zip,python/006_IN_BAND_fstring_where_direct.py,python,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,1.0,A,default vulnerable value-injection repair is parameterized query,True,IN_BAND,A,A,True,True,True,0.9126,"{""A"": 0.9126, ""B"": 0.021, ""C"": 0.0583, ""D"": 0.0081}",True,none,False,,"    # Fix: use parameterized query — never interpolate user input into SQL\n    safe_demo = ""SELECT id, email FROM users WHERE email = ""\n    return conn.execute(query, (execute,)).fetchall()"
hard_mixed_sqli_challenge_suite,hard_mixed_sqli_challenge_suite_test_results.csv,hard_mixed_sqli_challenge_suite.zip,python/007_IN_BAND_whitelist_computed_but_raw_order_used.py,python,VULNERABLE,IN_BAND,VULNERABLE,IN_BAND,True,True,True,1.0,B,code contains dynamic SQL identifier context,True,IN_BAND,B,B,True,True,True,0.9046,"{""A"": 0.0609, ""B"": 0.9046, ""C"": 0.0183, ""D"": 0.0162}",True,none,False,,"    # Fix: whitelist allowed ORDER BY columns — identifiers cannot be parameterized\n    ALLOWED_COLUMNS = {""id"", ""name"", ""email"", ""created_at""}\n    if sort not in ALLOWED_COLUMNS:\n        raise ValueError(f""Invalid sort column: {sort}"")\n    query = f""SELECT * FROM users ORDER BY {sort}""\n    return cursor.execute(query).fetchall()"
